make,model,generation,year_from,year_to,series,trim,body_type,load_height_mm,number_of_seats,length_mm,width_mm,height_mm,wheelbase_mm,front_track_mm,rear_track_mm,curb_weight_kg,wheel_size_r14,ground_clearance_mm,trailer_load_with_brakes_kg,payload_kg,back_track_width_mm,front_track_width_mm,clearance_mm,full_weight_kg,front_rear_axle_load_kg,max_trunk_capacity_l,cargo_compartment_length_width_height_mm,cargo_volume_m3,minimum_trunk_capacity_l,maximum_torque_n_m,injection_type,overhead_camshaft,cylinder_layout,number_of_cylinders,compression_ratio,engine_type,valves_per_cylinder,boost_type,cylinder_bore_mm,stroke_cycle_mm,engine_placement,cylinder_bore_and_stroke_cycle_mm,turnover_of_maximum_torque_rpm,max_power_kw,presence_of_intercooler,capacity_cm3,engine_hp,engine_hp_rpm,drive_wheels,bore_stroke_ratio,number_of_gears,turning_circle_m,transmission,mixed_fuel_consumption_per_100_km_l,range_km,emission_standards,fuel_tank_capacity_l,acceleration_0_100_km/h_s,max_speed_km_per_h,city_fuel_per_100km_l,CO2_emissions_g/km,fuel_grade,highway_fuel_per_100km_l,back_suspension,rear_brakes,front_brakes,front_suspension,steering_type,car_class,country_of_origin,number_of_doors,safety_assessment,rating_name,battery_capacity_KW_per_h,electric_range_km,charging_time_h
Volvo,Volvo XC60,fuel engine,2008,2008,,,"5-doors, suv/crossover",,,4628 mm,1891 mm,1713 mm,,,,1701 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"81,0 x 93,15 mm",,136,,,,,front+rear,"81,0 x 93,15 mm",,,6 speed manual transmission,n.b.,,199 g/km,,"9,5 s",205 km/h,"9,8 l/100km",199 g/km,,"7,5 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Volvo,Volvo XC60,fuel engine,2008,2008,,,"5-doors, suv/crossover",,,4628 mm,1891 mm,1713 mm,,,,1716 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"81,0 x 93,15 mm",,136,,,,,front+rear,"81,0 x 93,15 mm",,,6 speed automatic,n.b.,,219 g/km,,"9,9 s",200 km/h,"10,9 l/100km",219 g/km,,"8,3 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Volvo,Volvo XC60,fuel engine,2008,2008,,,"5-doors, suv/crossover",,,4628 mm,1891 mm,1713 mm,,,,1701 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"81,0 x 93,15 mm",,136,,,,,front+rear,"81,0 x 93,15 mm",,,6 speed manual transmission,n.b.,,199 g/km,,"9,5 s",205 km/h,"9,8 l/100km",199 g/km,,"7,5 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Volvo,Volvo XC60,fuel engine,2008,2008,,,"5-doors, suv/crossover",,,4628 mm,1891 mm,1713 mm,,,,1716 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"81,0 x 93,15 mm",,136,,,,,front+rear,"81,0 x 93,15 mm",,,6 speed automatic,n.b.,,219 g/km,,"9,9 s",200 km/h,"10,9 l/100km",219 g/km,,"8,3 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Yugo,Yugo 45/55,fuel engine,1983,1983,,,"3-doors, hatchback",,,3490 mm,1540 mm,1390 mm,,,,680 kg,,,,,,,,,,,,,,,,,,,,fuel engine,2,,,,,"65,0 x 68,0 mm",,33,,,,,front,"65,0 x 68,0 mm",,,4 speed manual transmission,n.b.,,- g/km,,"21,7 s",135 km/h,- l/100km,- g/km,,"7,5 l/100km",coil springs,,,coil springs,,,,3-doors,,,,,
Yugo,Yugo 45/55,fuel engine,1983,1983,,,"3-doors, hatchback",,,3490 mm,1540 mm,1390 mm,,,,680 kg,,,,,,,,,,,,,,,,,,,,fuel engine,2,,,,,"65,0 x 68,0 mm",,33,,,,,front,"65,0 x 68,0 mm",,,4 speed manual transmission,n.b.,,- g/km,,"21,7 s",135 km/h,- l/100km,- g/km,,"7,5 l/100km",coil springs,,,coil springs,,,,3-doors,,,,,
,,,,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
